"osm_id","ort","plz","bundesland","PLZ_Int"
179470,"Essenbach","84051","Bayern",84051
1245314,"Essenheim","55270","Rheinland-Pfalz",55270
1101377,"Essen (Oldenburg)","49632","Niedersachsen",49632
956662,"Essing","93343","Bayern",93343
1252804,"Essingen","76879","Rheinland-Pfalz",76879
2792055,"Essingen","73457","Baden-Württemberg",73457
2792055,"Essingen","73563","Baden-Württemberg",73563
2792055,"Essingen","73566","Baden-Württemberg",73566
2410083,"Eßleben-Teutleben","99628","Thüringen",99628
1152710,"Eßlingen","54636","Rheinland-Pfalz",54636
2792882,"Esslingen am Neckar","73728","Baden-Württemberg",73728
2792882,"Esslingen am Neckar","73730","Baden-Württemberg",73730
2792882,"Esslingen am Neckar","73732","Baden-Württemberg",73732
2792882,"Esslingen am Neckar","73733","Baden-Württemberg",73733
2792882,"Esslingen am Neckar","73734","Baden-Württemberg",73734
1246682,"Eßweiler","67754","Rheinland-Pfalz",67754
182348,"Estenfeld","97230","Bayern",97230
2007738,"Esterwegen","26897","Niedersachsen",26897
1249991,"Esthal","67466","Rheinland-Pfalz",67466
1249991,"Esthal","67468","Rheinland-Pfalz",67468
1249991,"Esthal","67472","Rheinland-Pfalz",67472
445789,"Estorf","21727","Niedersachsen",21727
1183261,"Estorf","31629","Niedersachsen",31629
1258429,"Etgert","54424","Rheinland-Pfalz",54424
1246580,"Etschberg","66871","Rheinland-Pfalz",66871
939317,"Ettal","82488","Bayern",82488
1140553,"Etteldorf","54655","Rheinland-Pfalz",54655
2894244,"Ettenhausen a.d. Suhl","99819","Thüringen",99819
453009,"Ettenheim","77955","Baden-Württemberg",77955
1015147,"Ettenstatt","91796","Bayern",91796
2856992,"Ettersburg","99439","Thüringen",99439
534477,"Ettinghausen","56244","Rheinland-Pfalz",56244
659839,"Ettlingen","76275","Baden-Württemberg",76275
548040,"Ettringen","56729","Rheinland-Pfalz",56729
958166,"Ettringen","86833","Bayern",86833
420581,"Etzbach","57539","Rheinland-Pfalz",57539
2400563,"Etzelsrode","99735","Thüringen",99735
1028560,"Etzelwang","92268","Bayern",92268
1059452,"Etzenricht","92694","Bayern",92694
2388429,"Etzleben","06577","Thüringen",6577
318736,"Euerbach","97502","Bayern",97502
383697,"Euerdorf","97717","Bayern",97717
415007,"Eulenberg","57632","Rheinland-Pfalz",57632
1253795,"Eulenbis","67685","Rheinland-Pfalz",67685
1259828,"Eulgem","56761","Rheinland-Pfalz",56761
395727,"Eurasburg","86495","Bayern",86495
935157,"Eurasburg","82547","Bayern",82547
1113760,"Euscheid","54597","Rheinland-Pfalz",54597
1403657,"Euskirchen","53879","Nordrhein-Westfalen",53879
1403657,"Euskirchen","53881","Nordrhein-Westfalen",53881
336477,"Eußenheim","97776","Bayern",97776
1252776,"Eußerthal","76857","Rheinland-Pfalz",76857
382408,"Eutin","23701","Schleswig-Holstein",23701
935841,"Eutingen im Gäu","72184","Baden-Württemberg",72184
2012364,"Eversmeer","26556","Niedersachsen",26556
152294,"Everswinkel","48351","Nordrhein-Westfalen",48351
1432635,"Evessen","38173","Niedersachsen",38173
533580,"Ewighausen","56244","Rheinland-Pfalz",56244
142695,"Extertal","32699","Nordrhein-Westfalen",32699
1621066,"Eydelstedt","49406","Niedersachsen",49406
310316,"Eyendorf","21376","Niedersachsen",21376
2014297,"Eystrup","27324","Niedersachsen",27324
535718,"Fachbach","56133","Rheinland-Pfalz",56133
1157534,"Fahrdorf","24857","Schleswig-Holstein",24857
181765,"Fahren","24253","Schleswig-Holstein",24253
403739,"Fahrenbach","74864","Baden-Württemberg",74864
422844,"Fahrenkrug","23795","Schleswig-Holstein",23795
1410899,"Fahrenwalde","17309","Mecklenburg-Vorpommern",17309
30014,"Fahrenzhausen","85777","Bayern",85777
1259313,"Faid","56814","Rheinland-Pfalz",56814
957045,"Falkenberg","84326","Bayern",84326
968894,"Falkenberg","95685","Bayern",95685
1332949,"Falkenberg","16259","Brandenburg",16259
1303469,"Falkenberg/Elster","04895","Brandenburg",4895
959638,"Falkenfels","94350","Bayern",94350
1332950,"Falkenhagen (Mark)","15306","Brandenburg",15306
1251557,"Falkensee","14612","Brandenburg",14612
961329,"Falkenstein","93167","Bayern",93167
1254709,"Falkenstein","67808","Rheinland-Pfalz",67808
64313,"Falkenstein/Harz","06333","Sachsen-Anhalt",6333
64313,"Falkenstein/Harz","06463","Sachsen-Anhalt",6463
64313,"Falkenstein/Harz","06543","Sachsen-Anhalt",6543
444321,"Falkenstein/Vogtl.","08223","Sachsen",8223
444321,"Falkenstein/Vogtl.","08239","Sachsen",8239
2820964,"Fambach","98597","Thüringen",98597
939345,"Farchant","82490","Bayern",82490
176741,"Fargau-Pratjau","24256","Schleswig-Holstein",24256
2406525,"Farnstädt","06279","Sachsen-Anhalt",6279
1256955,"Farschweiler","54317","Rheinland-Pfalz",54317
1079016,"Farven","27446","Niedersachsen",27446
1797919,"Faßberg","29328","Niedersachsen",29328
394513,"Faulbach","97906","Bayern",97906
1427272,"Faulenrost","17139","Mecklenburg-Vorpommern",17139
952359,"Fedderingen","25779","Schleswig-Holstein",25779
451704,"Fehl-Ritzhausen","56472","Rheinland-Pfalz",56472
382448,"Fehmarn","23769","Schleswig-Holstein",23769
1302389,"Fehrbellin","16818","Brandenburg",16818
1302389,"Fehrbellin","16833","Brandenburg",16833
1302389,"Fehrbellin","16845","Brandenburg",16845
942115,"Feichten an der Alz","84550","Bayern",84550
1244037,"Feilbingert","67824","Rheinland-Pfalz",67824
1021692,"Feilitzsch","95183","Bayern",95183
1152683,"Feilsdorf","54636","Rheinland-Pfalz",54636
932437,"Feldafing","82340","Bayern",82340
418335,"Feldatal","36325","Hessen",36325
317609,"Feldberg","79868","Baden-Württemberg",79868
1419920,"Feldberger Seenlandschaft","17258","Mecklenburg-Vorpommern",17258
548501,"Felde","24242","Schleswig-Holstein",24242
532396,"Feldhorst","23858","Schleswig-Holstein",23858
959643,"Feldkirchen","94351","Bayern",94351
2168242,"Feldkirchen","85622","Bayern",85622
2186920,"Feldkirchen-Westerham","83620","Bayern",83620
1322602,"Felixsee","03130","Brandenburg",3130
1255915,"Fell","54341","Rheinland-Pfalz",54341
401692,"Fellbach","70734","Baden-Württemberg",70734
401692,"Fellbach","70736","Baden-Württemberg",70736
349936,"Fellen","97778","Bayern",97778
958631,"Fellheim","87748","Bayern",87748
548489,"Felm","24161","Schleswig-Holstein",24161
548489,"Felm","24214","Schleswig-Holstein",24214
548489,"Felm","24244","Schleswig-Holstein",24244
452193,"Felsberg","34587","Hessen",34587
421920,"Fensdorf","57580","Rheinland-Pfalz",57580
962182,"Fensterbach","92269","Bayern",92269
1410797,"Ferdinandshof","17379","Mecklenburg-Vorpommern",17379
2393748,"Ferna","37339","Thüringen",37339
418621,"Fernwald","35463","Hessen",35463
1163512,"Ferschweiler","54668","Rheinland-Pfalz",54668
64626,"Feucht","90537","Bayern",90537
534090,"Feuchtwangen","91555","Bayern",91555
1108076,"Feuerscheid","54597","Rheinland-Pfalz",54597
1075990,"Feusdorf","54584","Rheinland-Pfalz",54584
1071014,"Fichtelberg","95686","Bayern",95686
390787,"Fichtenau","74579","Baden-Württemberg",74579
391364,"Fichtenberg","74427","Baden-Württemberg",74427
1332897,"Fichtenhöhe","15306","Brandenburg",15306
1303813,"Fichtwald","04936","Brandenburg",4936
176737,"Fiefbergen","24217","Schleswig-Holstein",24217
418138,"Fiersbach","57635","Rheinland-Pfalz",57635
2796535,"Filderstadt","70794","Baden-Württemberg",70794
2796535,"Filderstadt","71111","Baden-Württemberg",71111
536241,"Filsen","56341","Rheinland-Pfalz",56341
1187427,"Filsum","26849","Niedersachsen",26849
1269809,"Filz","56766","Rheinland-Pfalz",56766
1424148,"Fincken","17209","Mecklenburg-Vorpommern",17209
1253879,"Finkenbach-Gersweiler","67822","Rheinland-Pfalz",67822
2020633,"Finkenthal","17179","Mecklenburg-Vorpommern",17179
2402383,"Finne","06647","Sachsen-Anhalt",6647
2402403,"Finneland","06647","Sachsen-Anhalt",6647
163177,"Finnentrop","57413","Nordrhein-Westfalen",57413
933966,"Finning","86923","Bayern",86923
957089,"Finningen","89435","Bayern",89435
934744,"Finsing","85464","Bayern",85464
1322947,"Finsterwalde","03238","Brandenburg",3238
357073,"Fintel","27389","Niedersachsen",27389
2012929,"Firrel","26835","Niedersachsen",26835
1256028,"Fisch","54439","Rheinland-Pfalz",54439
968903,"Fischach","86850","Bayern",86850
1245111,"Fischbach","55743","Rheinland-Pfalz",55743
1248683,"Fischbach","67693","Rheinland-Pfalz",67693
935958,"Fischbachau","83730","Bayern",83730
1251116,"Fischbach bei Dahn","66996","Rheinland-Pfalz",66996
1171871,"Fischbach-Oberraden","54675","Rheinland-Pfalz",54675
452421,"Fischbachtal","64405","Hessen",64405
957925,"Fischen im Allgäu","87538","Bayern",87538
453019,"Fischerbach","77716","Baden-Württemberg",77716
1130302,"Fischingen","79592","Baden-Württemberg",79592
450219,"Fitzbek","25579","Schleswig-Holstein",25579
1475323,"Fitzen","21514","Schleswig-Holstein",21514
534271,"Flachslanden","91604","Bayern",91604
538922,"Flacht","65558","Rheinland-Pfalz",65558
386919,"Fladungen","97650","Bayern",97650
415721,"Flammersfeld","57632","Rheinland-Pfalz",57632
2900110,"Flarchheim","99986","Thüringen",99986
1286647,"Flechtingen","39345","Sachsen-Anhalt",39345
1286647,"Flechtingen","39356","Sachsen-Anhalt",39356
1286647,"Flechtingen","39359","Sachsen-Anhalt",39359
557144,"Fleckeby","24357","Schleswig-Holstein",24357
410495,"Flein","74223","Baden-Württemberg",74223
2808128,"Fleischwangen","88373","Baden-Württemberg",88373
1252491,"Flemlingen","76835","Rheinland-Pfalz",76835
27020,"Flensburg","24937","Schleswig-Holstein",24937
27020,"Flensburg","24939","Schleswig-Holstein",24939
27020,"Flensburg","24941","Schleswig-Holstein",24941
27020,"Flensburg","24943","Schleswig-Holstein",24943
27020,"Flensburg","24944","Schleswig-Holstein",24944
1108044,"Fleringen","54597","Rheinland-Pfalz",54597
454874,"Flieden","36103","Hessen",36103
1152701,"Fließem","54636","Rheinland-Pfalz",54636
1334103,"Flieth-Stegelitz","17268","Brandenburg",17268
553468,"Flintbek","24220","Schleswig-Holstein",24220
2186921,"Flintsbach am Inn","83126","Bayern",83126
162283,"Flöha","09557","Sachsen",9557
1138608,"Floh-Seligenthal","98593","Thüringen",98593
1248577,"Flomborn","55234","Rheinland-Pfalz",55234
1248586,"Flonheim","55237","Rheinland-Pfalz",55237
535931,"Flörsbachtal","63639","Hessen",63639
414751,"Flörsheim","65439","Hessen",65439
1248703,"Flörsheim-Dalsheim","67592","Rheinland-Pfalz",67592
450115,"Florstadt","61197","Hessen",61197
1059461,"Floß","92685","Bayern",92685
1059451,"Flossenbürg","92696","Bayern",92696
1432665,"Flöthe","38312","Niedersachsen",38312
943737,"Fluorn-Winzeln","78737","Baden-Württemberg",78737
1258640,"Flußbach","54516","Rheinland-Pfalz",54516
418867,"Fluterschen","57614","Rheinland-Pfalz",57614
548574,"Fockbek","24787","Schleswig-Holstein",24787
1246621,"Föckelberg","66887","Rheinland-Pfalz",66887
2714341,"Fockendorf","04617","Thüringen",4617
423186,"Föhrden-Barl","25563","Schleswig-Holstein",25563
1255882,"Föhren","54343","Rheinland-Pfalz",54343
1245054,"Fohren-Linden","55777","Rheinland-Pfalz",55777
907194,"Forbach","76596","Baden-Württemberg",76596
1080467,"Forchheim","91301","Bayern",91301
1124264,"Forchheim","79362","Baden-Württemberg",79362
376921,"Forchtenberg","74670","Baden-Württemberg",74670
962452,"Forheim","86735","Bayern",86735
1273175,"Föritz","96524","Thüringen",96524
420583,"Forst","57537","Rheinland-Pfalz",57537
659811,"Forst","76694","Baden-Württemberg",76694
1249972,"Forst an der Weinstraße","67147","Rheinland-Pfalz",67147
1266507,"Forst (Eifel)","56754","Rheinland-Pfalz",56754
934759,"Forstern","85659","Bayern",85659
1269738,"Forst (Hunsrück)","56858","Rheinland-Pfalz",56858
929820,"Forstinning","85661","Bayern",85661
1322605,"Forst (Lausitz) - Baršć","03149","Brandenburg",3149
418141,"Forstmehren","57635","Rheinland-Pfalz",57635
1248579,"Framersheim","55234","Rheinland-Pfalz",55234
349418,"Frammersbach","97833","Bayern",97833
1253781,"Frankelbach","67737","Rheinland-Pfalz",67737
443586,"Frankenau","35110","Hessen",35110
411424,"Frankenberg","09669","Sachsen",9669
443587,"Frankenberg","35066","Hessen",35066
1946809,"Frankenblick","96528","Thüringen",96528
2856993,"Frankendorf","99441","Thüringen",99441
1249988,"Frankeneck","67468","Rheinland-Pfalz",67468
1799472,"Frankenfeld","27336","Niedersachsen",27336
398028,"Frankenhain","99330","Thüringen",99330
390791,"Frankenhardt","74586","Baden-Württemberg",74586
2536214,"Frankenheim/Rhön","98634","Thüringen",98634
2900653,"Frankenroda","99826","Thüringen",99826
1186702,"Frankenstein","67468","Rheinland-Pfalz",67468
1307627,"Frankenthal","01909","Sachsen",1909
62573,"Frankenthal (Pfalz)","67227","Rheinland-Pfalz",67227
318229,"Frankenwinheim","97447","Bayern",97447
62400,"Frankfurt am Main","60306","Hessen",60306
62400,"Frankfurt am Main","60308","Hessen",60308
62400,"Frankfurt am Main","60310","Hessen",60310
62400,"Frankfurt am Main","60311","Hessen",60311
62400,"Frankfurt am Main","60313","Hessen",60313
62400,"Frankfurt am Main","60314","Hessen",60314
62400,"Frankfurt am Main","60316","Hessen",60316
62400,"Frankfurt am Main","60318","Hessen",60318
62400,"Frankfurt am Main","60320","Hessen",60320
62400,"Frankfurt am Main","60322","Hessen",60322
62400,"Frankfurt am Main","60323","Hessen",60323
62400,"Frankfurt am Main","60325","Hessen",60325
62400,"Frankfurt am Main","60326","Hessen",60326
62400,"Frankfurt am Main","60327","Hessen",60327
62400,"Frankfurt am Main","60329","Hessen",60329
62400,"Frankfurt am Main","60385","Hessen",60385
62400,"Frankfurt am Main","60386","Hessen",60386
62400,"Frankfurt am Main","60388","Hessen",60388
62400,"Frankfurt am Main","60389","Hessen",60389
62400,"Frankfurt am Main","60431","Hessen",60431
62400,"Frankfurt am Main","60433","Hessen",60433
62400,"Frankfurt am Main","60435","Hessen",60435
62400,"Frankfurt am Main","60437","Hessen",60437
62400,"Frankfurt am Main","60438","Hessen",60438
62400,"Frankfurt am Main","60439","Hessen",60439
62400,"Frankfurt am Main","60486","Hessen",60486
62400,"Frankfurt am Main","60487","Hessen",60487
62400,"Frankfurt am Main","60488","Hessen",60488
62400,"Frankfurt am Main","60489","Hessen",60489
62400,"Frankfurt am Main","60528","Hessen",60528
62400,"Frankfurt am Main","60529","Hessen",60529
62400,"Frankfurt am Main","60549","Hessen",60549
62400,"Frankfurt am Main","60594","Hessen",60594
62400,"Frankfurt am Main","60596","Hessen",60596
62400,"Frankfurt am Main","60598","Hessen",60598
62400,"Frankfurt am Main","60599","Hessen",60599
62400,"Frankfurt am Main","65929","Hessen",65929
62400,"Frankfurt am Main","65931","Hessen",65931
62400,"Frankfurt am Main","65933","Hessen",65933
62400,"Frankfurt am Main","65934","Hessen",65934
62400,"Frankfurt am Main","65936","Hessen",65936
62523,"Frankfurt (Oder)","15230","Brandenburg",15230
62523,"Frankfurt (Oder)","15232","Brandenburg",15232
62523,"Frankfurt (Oder)","15234","Brandenburg",15234
62523,"Frankfurt (Oder)","15236","Brandenburg",15236
451780,"Fränkisch-Crumbach","64407","Hessen",64407
1252556,"Frankweiler","76833","Rheinland-Pfalz",76833
374149,"Franzburg","18461","Mecklenburg-Vorpommern",18461
1256089,"Franzenheim","54316","Rheinland-Pfalz",54316
2186922,"Frasdorf","83112","Bayern",83112
959171,"Frauenau","94258","Bayern",94258
1246408,"Frauenberg","55776","Rheinland-Pfalz",55776
1314279,"Frauendorf","01945","Brandenburg",1945
929916,"Frauenneuharting","83553","Bayern",83553
929916,"Frauenneuharting","83565","Bayern",83565
2778366,"Frauenprießnitz","07774","Thüringen",7774
2898245,"Frauensee","36460","Thüringen",36460
416543,"Frauenstein","09623","Sachsen",9623
331385,"Frauenwald","98711","Thüringen",98711
934761,"Fraunberg","85447","Bayern",85447
417077,"Fraureuth","08427","Sachsen",8427
168477,"Frechen","50226","Nordrhein-Westfalen",50226
1250500,"Freckenfeld","76872","Rheinland-Pfalz",76872
1471099,"Fredeburg","23909","Schleswig-Holstein",23909
445844,"Fredenbeck","21717","Niedersachsen",21717
6680431,"Freden (Leine)","31084","Niedersachsen",31084
1332959,"Fredersdorf-Vogelsdorf","15370","Brandenburg",15370
422731,"Fredesdorf","23826","Schleswig-Holstein",23826
1124270,"Freiamt","79348","Baden-Württemberg",79348
416561,"Freiberg","09599","Sachsen",9599
405309,"Freiberg am Neckar","71691","Baden-Württemberg",71691
446465,"Freiburg (Elbe)","21729","Niedersachsen",21729
62768,"Freiburg im Breisgau","79098","Baden-Württemberg",79098
62768,"Freiburg im Breisgau","79100","Baden-Württemberg",79100
62768,"Freiburg im Breisgau","79102","Baden-Württemberg",79102
62768,"Freiburg im Breisgau","79104","Baden-Württemberg",79104
62768,"Freiburg im Breisgau","79106","Baden-Württemberg",79106
62768,"Freiburg im Breisgau","79108","Baden-Württemberg",79108
62768,"Freiburg im Breisgau","79110","Baden-Württemberg",79110
62768,"Freiburg im Breisgau","79111","Baden-Württemberg",79111
62768,"Freiburg im Breisgau","79112","Baden-Württemberg",79112
62768,"Freiburg im Breisgau","79114","Baden-Württemberg",79114
62768,"Freiburg im Breisgau","79115","Baden-Württemberg",79115
62768,"Freiburg im Breisgau","79117","Baden-Württemberg",79117
2389087,"Freienbessingen","99713","Thüringen",99713
2395882,"Freienhagen","37318","Thüringen",37318
2456189,"Freienorla","07768","Thüringen",7768
418342,"Freiensteinau","36399","Hessen",36399
1149279,"Freienwill","24991","Schleswig-Holstein",24991
535900,"Freigericht","63579","Hessen",63579
1028559,"Freihung","92271","Bayern",92271
941757,"Freilassing","83395","Bayern",83395
1244012,"Frei-Laubersheim","55546","Rheinland-Pfalz",55546
533581,"Freilingen","56244","Rheinland-Pfalz",56244
1248570,"Freimersheim","55234","Rheinland-Pfalz",55234
1252445,"Freimersheim (Pfalz)","67482","Rheinland-Pfalz",67482
1249951,"Freinsheim","67098","Rheinland-Pfalz",67098
1249951,"Freinsheim","67251","Rheinland-Pfalz",67251
533582,"Freirachdorf","56244","Rheinland-Pfalz",56244
1250344,"Freisbach","67361","Rheinland-Pfalz",67361
1184605,"Freisen","66629","Saarland",66629
30005,"Freising","85354","Bayern",85354
30005,"Freising","85356","Bayern",85356
1675312,"Freistatt","27259","Niedersachsen",27259
455475,"Freital","01705","Sachsen",1705
1446659,"Frellstedt","38373","Niedersachsen",38373
962608,"Fremdingen","86742","Bayern",86742
1077545,"Frensdorf","96158","Bayern",96158
2006789,"Freren","49832","Niedersachsen",49832
2010625,"Fresenburg","49762","Niedersachsen",49762
1403983,"Fresendelf","25876","Schleswig-Holstein",25876
939487,"Frestedt","25727","Schleswig-Holstein",25727
1248789,"Frettenheim","67596","Rheinland-Pfalz",67596
2813425,"Fretterode","37318","Thüringen",37318
163255,"Freudenberg","57258","Nordrhein-Westfalen",57258
401777,"Freudenberg","97896","Baden-Württemberg",97896
1028556,"Freudenberg","92272","Bayern",92272
1256032,"Freudenburg","54450","Rheinland-Pfalz",54450
935838,"Freudenstadt","72250","Baden-Württemberg",72250
405783,"Freudental","74392","Baden-Württemberg",74392
2403718,"Freyburg (Unstrut)","06632","Sachsen-Anhalt",6632
1028819,"Freystadt","92342","Bayern",92342
958977,"Freyung","94078","Bayern",94078
2795772,"Frickenhausen","72636","Baden-Württemberg",72636
163053,"Frickenhausen a.Main","97252","Bayern",97252
2806598,"Frickingen","88699","Baden-Württemberg",88699
1231980,"Fridingen an der Donau","78567","Baden-Württemberg",78567
941659,"Fridolfing","83413","Bayern",83413
393689,"Friedberg","61169","Hessen",61169
395731,"Friedberg (Bayern)","86316","Bayern",86316
1187676,"Friedeburg","26446","Niedersachsen",26446
2831119,"Friedelshausen","98634","Thüringen",98634
1249961,"Friedelsheim","67159","Rheinland-Pfalz",67159
975240,"Friedenfels","95688","Bayern",95688
319270,"Friedenweiler","79877","Baden-Württemberg",79877
1263904,"Friedersdorf","98701","Thüringen",98701
275074,"Friedewald","36289","Hessen",36289
421956,"Friedewald","57520","Rheinland-Pfalz",57520
1384839,"Friedland","15848","Brandenburg",15848
1399098,"Friedland","37133","Niedersachsen",37133
1419709,"Friedland","17098","Mecklenburg-Vorpommern",17098
2800107,"Friedrichroda","99894","Thüringen",99894
417339,"Friedrichsdorf","61273","Hessen",61273
417339,"Friedrichsdorf","61381","Hessen",61381
447161,"Friedrichsgabekoog","25764","Schleswig-Holstein",25764
556604,"Friedrichsgraben","24799","Schleswig-Holstein",24799
2783849,"Friedrichshafen","88045","Baden-Württemberg",88045
2783849,"Friedrichshafen","88046","Baden-Württemberg",88046
2783849,"Friedrichshafen","88048","Baden-Württemberg",88048
556628,"Friedrichsholm","24799","Schleswig-Holstein",24799
935243,"Friedrichskoog","25718","Schleswig-Holstein",25718
449902,"Friedrichsruhe","19089","Mecklenburg-Vorpommern",19089
1402987,"Friedrichstadt","25840","Schleswig-Holstein",25840
419191,"Friedrichsthal","66299","Saarland",66299
2400564,"Friedrichsthal","99735","Thüringen",99735
1318340,"Friedrichswalde","16247","Brandenburg",16247
2818243,"Friedrichswerth","99869","Thüringen",99869
1418657,"Friedrich-Wilhelm-Lübke-Koog","25924","Schleswig-Holstein",25924
452205,"Frielendorf","34621","Hessen",34621
2818333,"Friemar","99869","Thüringen",99869
1342247,"Friesack","14662","Brandenburg",14662
422324,"Friesenhagen","51598","Rheinland-Pfalz",51598
452996,"Friesenheim","77948","Baden-Württemberg",77948
1245826,"Friesenheim","55278","Rheinland-Pfalz",55278
445499,"Friesenried","87654","Bayern",87654
1109689,"Friesoythe","26169","Niedersachsen",26169
908346,"Friolzheim","71292","Baden-Württemberg",71292
1231979,"Frittlingen","78665","Baden-Württemberg",78665
452194,"Fritzlar","34560","Hessen",34560
422238,"Frohburg","04654","Sachsen",4654
1244184,"Fröhnd","79677","Baden-Württemberg",79677
1246452,"Frohnhofen","66903","Rheinland-Pfalz",66903
2778471,"Frohnsdorf","04618","Thüringen",4618
2410084,"Frömmstedt","99638","Thüringen",99638
158444,"Fröndenberg/Ruhr","58730","Nordrhein-Westfalen",58730
225499,"Fronhausen","35112","Hessen",35112
1241638,"Fronhofen","55471","Rheinland-Pfalz",55471
2808129,"Fronreute","88273","Baden-Württemberg",88273
959897,"Frontenhausen","84160","Bayern",84160
535691,"Frücht","56132","Rheinland-Pfalz",56132
1060422,"Fuchshofen","53533","Rheinland-Pfalz",53533
975235,"Fuchsmühl","95689","Bayern",95689
383588,"Fuchsstadt","97727","Bayern",97727
936650,"Fuchstal","86925","Bayern",86925
374321,"Fuhlendorf","18356","Mecklenburg-Vorpommern",18356
423188,"Fuhlendorf","24649","Schleswig-Holstein",24649
1466110,"Fuhlenhagen","21493","Schleswig-Holstein",21493
454863,"Fulda","36037","Hessen",36037
454863,"Fulda","36039","Hessen",36039
454863,"Fulda","36041","Hessen",36041
454863,"Fulda","36043","Hessen",36043
533664,"Fuldabrück","34277","Hessen",34277
532037,"Fuldatal","34127","Hessen",34127
532037,"Fuldatal","34233","Hessen",34233
1424394,"Fünfseen","17213","Mecklenburg-Vorpommern",17213
962646,"Fünfstetten","86681","Bayern",86681
1244013,"Fürfeld","55546","Rheinland-Pfalz",55546
1817121,"Fürstenau","49584","Niedersachsen",49584
1184656,"Fürstenberg","37699","Niedersachsen",37699
1310085,"Fürstenberg/Havel","16798","Brandenburg",16798
958975,"Fürsteneck","94142","Bayern",94142
933490,"Fürstenfeldbruck","82256","Bayern",82256
958121,"Fürstenstein","94538","Bayern",94538
1384842,"Fürstenwalde/Spree","15517","Brandenburg",15517
958115,"Fürstenzell","94081","Bayern",94081
190859,"Furth","84095","Bayern",84095
62374,"Fürth","90762","Bayern",90762
62374,"Fürth","90763","Bayern",90763
62374,"Fürth","90765","Bayern",90765
62374,"Fürth","90766","Bayern",90766
62374,"Fürth","90768","Bayern",90768
197615,"Fürth","64658","Hessen",64658
420584,"Fürthen","57539","Rheinland-Pfalz",57539
959921,"Furth im Wald","93437","Bayern",93437
1240885,"Furtwangen im Schwarzwald","78120","Baden-Württemberg",78120
448298,"Füssen","87629","Bayern",87629
422698,"Fußgönheim","67136","Rheinland-Pfalz",67136
1310516,"Gablenz","02953","Sachsen",2953
445873,"Gablingen","86456","Bayern",86456
1248407,"Gabsheim","55288","Rheinland-Pfalz",55288
943716,"Gachenbach","86565","Bayern",86565
453832,"Gackenbach","56412","Rheinland-Pfalz",56412
1444913,"Gadebusch","19205","Mecklenburg-Vorpommern",19205
387768,"Gädheim","97503","Bayern",97503
1481719,"Gägelow","23968","Mecklenburg-Vorpommern",23968
907232,"Gaggenau","76571","Baden-Württemberg",76571
453396,"Gaiberg","69251","Baden-Württemberg",69251
2785093,"Gaienhofen","78343","Baden-Württemberg",78343
391365,"Gaildorf","74405","Baden-Württemberg",74405
1103630,"Gailingen am Hochrhein","78262","Baden-Württemberg",78262
943539,"Gaimersheim","85080","Bayern",85080
935234,"Gaißach","83674","Bayern",83674
1419708,"Galenbeck","17099","Mecklenburg-Vorpommern",17099
1050568,"Galenberg","56651","Rheinland-Pfalz",56651
1451600,"Gallin","19258","Mecklenburg-Vorpommern",19258
449887,"Gallin-Kuppentin","19386","Mecklenburg-Vorpommern",19386
356767,"Gallmersgarten","91605","Bayern",91605
1420451,"Galmsbüll","25899","Schleswig-Holstein",25899
1259825,"Gamlen","56761","Rheinland-Pfalz",56761
552389,"Gammelby","24340","Schleswig-Holstein",24340
1451560,"Gammelin","19230","Mecklenburg-Vorpommern",19230
29827,"Gammelsdorf","85408","Bayern",85408
2792628,"Gammelshausen","73108","Baden-Württemberg",73108
2773795,"Gammertingen","72501","Baden-Württemberg",72501
539258,"Ganderkesee","27777","Niedersachsen",27777
1183243,"Gandesbergen","27324","Niedersachsen",27324
158028,"Gangelt","52538","Nordrhein-Westfalen",52538
957059,"Gangkofen","84140","Bayern",84140
2411241,"Gangloffsömmern","99634","Thüringen",99634
3768714,"Ganzlin","19395","Mecklenburg-Vorpommern",19395
543119,"Gappenach","56294","Rheinland-Pfalz",56294
59417,"Garbsen","30823","Niedersachsen",30823
59417,"Garbsen","30826","Niedersachsen",30826
59417,"Garbsen","30827","Niedersachsen",30827
942046,"Garching an der Alz","84518","Bayern",84518
30971,"Garching bei München","85748","Bayern",85748
1285598,"Gardelegen","39638","Sachsen-Anhalt",39638
1285598,"Gardelegen","39646","Sachsen-Anhalt",39646
1285598,"Gardelegen","39649","Sachsen-Anhalt",39649
1402696,"Garding","25836","Schleswig-Holstein",25836
310350,"Garlstorf","21376","Niedersachsen",21376
939334,"Garmisch-Partenkirchen","82467","Bayern",82467
939334,"Garmisch-Partenkirchen","82475","Bayern",82475
1109691,"Garrel","49681","Niedersachsen",49681
940786,"Gars am Inn","83536","Bayern",83536
940786,"Gars am Inn","83546","Bayern",83546
940786,"Gars am Inn","83555","Bayern",83555
940786,"Gars am Inn","83559","Bayern",83559
310355,"Garstedt","21441","Niedersachsen",21441
1821839,"Gartow","29471","Niedersachsen",29471
557082,"Gärtringen","71116","Baden-Württemberg",71116
1334113,"Gartz (Oder)","16307","Brandenburg",16307
1433096,"Garz","17419","Mecklenburg-Vorpommern",17419
1332957,"Garzau-Garzin","15345","Brandenburg",15345
1437550,"Garz/Rügen","18574","Mecklenburg-Vorpommern",18574
1021703,"Gattendorf","95185","Bayern",95185
1239622,"Gau-Algesheim","55435","Rheinland-Pfalz",55435
1248626,"Gau-Bickelheim","55599","Rheinland-Pfalz",55599
